Output Electrical Power vs Speed 
Speed (rpm)
Output Power (W)
1500	580133.285279
1485	584619.257048
1470	589011.718155
1455	593314.525054
1440	597474.916883
1425	601494.313846
1410	605354.138638
1395	609034.254807
1380	612512.856510
1365	615766.353177
1350	618769.249426
1335	621494.020553
1320	623909.286007
1305	624495.300334
1290	624395.895014
1275	623925.943475
1260	623054.979189
1245	621750.292665
1230	619976.787359
1215	617696.832902
1200	614870.117696
1185	611453.496633
1170	607379.322199
1162.5	605124.261380
1155	602643.719398
1147.5	600023.788341
1140	597166.614965
1132.5	593855.100900
1125	589546.169329
1117.5	585191.577855
1110	580558.264172
1102.5	575848.018747
1095	570860.763149
1087.5	565765.862836
1080	560393.209415
1072.5	554882.744588
1065	549091.308313
1057.5	543132.430586
1050	536886.901645
1042.5	530444.835547
1035	523708.034614
1027.5	516746.146775
1020	509479.148348
1012.5	501958.854383
1005	493711.775271
997.5	484928.691581
990	475852.304333
982.5	466558.018625
975	456958.611387
967.5	447106.522241
960	436934.666405
952.5	426477.458875
945	415683.713376
937.5	404574.160227
930	393110.023777
922.5	381302.128206
915	369121.265166
907.5	356530.108438
900	343374.734312
892.5	329861.859485
885	315969.661708
877.5	301697.990154
870	287278.021535
862.5	272841.637859
855	258115.767327
847.5	242825.560176
840	226982.270853
832.5	210605.291505
825	193712.614697
817.5	176357.733531
810	158525.318350
806.25	149430.406587
802.5	140219.411090
798.75	130894.024149
795	121455.329548
791.25	111903.725259
787.5	102238.927136
783.75	92460.077503
780	82567.469736
776.25	72558.473455
772.5	62433.202012
771	58351.054325
769.5	54251.033994
768	50133.575464
766.5	45999.236636
765	41848.711748
763.5	37682.842199
762	33502.624577
760.5	29309.215108
759	25103.929872
757.5	20888.240244
756.75	18776.993779
756	16663.763233
755.25	14548.771053
754.5	12432.246668
753.75	10314.425758
753	8195.549468
752.25	6075.863565
751.5	3955.617553
750.75	1835.063739
750	0.000000
Output Power
